        PROGRAM D2500     ZERO LIFT WAVE DRAG
   CONFIGURATION DESCRIPTION

 SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

 Entering subroutine OVL10 (START)
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  1    FUSELAGE SEGMENT  1    AREA DISTRIBUTION (D/Q = 57.62218)
       95   297.5000     0.0000     3.3264    34.7616
       96   298.0000     0.0000     3.1341    30.8588
       97   298.5000     0.0000     2.8580    25.6618
       98   299.0000     0.0000     2.3496    17.3433
       99   299.5000     0.0000     1.4892     6.9671
      100   300.0000     0.0000     0.0000     0.0000
 Leaving OVL10 (START)
 Entering OVL20 (FUSFIT)
 Leaving OVL20 (FUSFIT)
 Entering OVL50 (ADIST)
 Leaving OVL50 (ADIST)
 Entering OVL60 (OUT)
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          S(X) COMPONENT BUILD UP AT THETA = -90.000

          S(B),CAPTURE = 436.2815      S(P),CAPTURE =   0.0000

       X         S(B)       S(BW)     S(BWP)    S(BWPF)   S(BWPFC)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.0000      4.784      4.784      4.784      4.784      4.784
    12.0000     13.815     13.815     13.815     13.815     13.815
    18.0000     26.998     26.998     26.998     26.998     26.998
    24.0000     43.802     43.802     43.802     43.802     43.802
    30.0000     63.357     63.357     63.357     63.357     63.357
    36.0000     84.914     84.914     84.914     84.914     84.914
    42.0000    105.159    105.159    105.159    105.159    105.159
    48.0000    126.340    126.340    126.340    126.340    126.340
    54.0000    155.682    155.682    155.682    155.682    155.682
    60.0000    190.307    190.307    190.307    190.307    190.307
    66.0000    225.821    225.821    225.821    225.821    225.821
    72.0000    260.475    260.475    260.475    260.475    260.475
    78.0000    294.206    294.206    294.206    294.206    294.206
    84.0000    326.814    326.814    326.814    326.814    326.814
    90.0000    357.746    357.746    357.746    357.746    357.746
    96.0000    385.318    385.318    385.318    385.318    385.318
   102.0000    407.029    407.429    407.429    407.429    407.429
   108.0000    420.438    426.838    426.838    426.838    426.838
   114.0000    423.973    443.573    443.573    443.573    443.573
   120.0000    416.917    456.917    456.917    456.917    456.917
   126.0000    399.065    466.665    466.665    466.665    466.665
   132.0000    370.330    472.730    472.730    472.730    472.730
   138.0000    331.334    475.734    475.734    475.734    475.734
   144.0000    283.989    477.589    477.589    477.589    477.589
   150.0000    232.624    482.624    482.624    482.624    482.624
   156.0000    183.978    497.578    497.578    497.578    497.578
   162.0000    146.778    531.178    531.178    531.178    531.178
   168.0000    126.761    589.161    589.161    589.161    589.161
   174.0000    122.377    663.577    663.577    663.577    663.577
   180.0000    130.429    730.429    730.429    730.429    730.429
   186.0000    148.673    785.873    785.873    785.873    785.873
   192.0000    173.482    826.282    826.282    826.282    826.282
   198.0000    201.538    848.338    848.338    848.338    848.338
   204.0000    230.939    850.139    850.139    850.139    850.139
   210.0000    260.282    830.282    830.282    830.282    830.282
   216.0000    288.236    787.436    787.436    787.436    787.436
   222.0000    312.143    718.943    718.943    718.943    718.943
   228.0000    329.069    621.869    621.869    621.869    621.869
   234.0000    335.935    493.135    493.135    493.135    493.135
   240.0000    330.521    330.521    330.521    330.521    330.521
   246.0000    315.373    315.373    315.373    315.373    315.373
   252.0000    293.393    293.393    293.393    293.393    293.393
   258.0000    267.400    267.400    267.400    267.400    267.400
   264.0000    235.247    235.247    235.247    235.247    235.247
   270.0000    197.335    197.335    197.335    197.335    197.335
   276.0000    157.214    157.214    157.214    157.214    157.214
   282.0000    117.374    117.374    117.374    117.374    117.374
   288.0000     79.247     79.247     79.247     79.247     79.247
   294.0000     49.696     49.696     49.696     49.696     49.696
   300.0000      8.350      8.350      8.350      8.350      8.350
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          S(X) COMPONENT BUILD UP AT THETA = -45.000

          S(B),CAPTURE = 436.2815      S(P),CAPTURE =   0.0000

       X         S(B)       S(BW)     S(BWP)    S(BWPF)   S(BWPFC)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.2071      5.035      5.035      5.035      5.035      5.035
    12.4142     14.584     14.584     14.584     14.584     14.584
    18.6214     28.585     28.585     28.585     28.585     28.585
    24.8285     46.355     46.355     46.355     46.355     46.355
    31.0356     66.961     66.961     66.961     66.961     66.961
    37.2427     89.389     89.389     89.389     89.389     89.389
    43.4499    109.874    109.874    109.874    109.874    109.874
    49.6570    133.290    133.290    133.290    133.290    133.290
    55.8641    165.645    165.645    165.645    165.645    165.645
    62.0712    202.723    202.723    202.723    202.723    202.723
    68.2784    239.070    239.070    239.070    239.070    239.070
    74.4855    274.579    274.579    274.579    274.579    274.579
    80.6926    308.992    308.992    308.992    308.992    308.992
    86.8997    342.042    342.042    342.042    342.042    342.042
    93.1069    372.591    372.591    372.591    372.591    372.591
    99.3140    398.201    399.711    399.711    399.711    399.711
   105.5211    416.043    425.886    425.886    425.886    425.886
   111.7282    423.874    450.946    450.946    450.946    450.946
   117.9354    420.557    474.736    474.736    474.736    474.736
   124.1425    405.741    496.906    496.906    496.906    496.906
   130.3496    379.288    517.318    517.318    517.318    517.318
   136.5567    341.571    536.346    536.346    536.346    536.346
   142.7639    294.259    555.657    555.657    555.657    555.657
   148.9710    241.442    579.344    579.344    579.344    579.344
   155.1781    190.169    614.453    614.453    614.453    614.453
   161.3852    149.874    670.418    670.418    670.418    670.418
   167.5924    127.594    737.445    737.445    737.445    737.445
   173.7995    122.314    688.193    688.193    688.193    688.193
   180.0066    130.444    646.625    646.625    646.625    646.625
   186.2137    149.467    618.918    618.918    618.918    618.918
   192.4209    175.369    600.974    600.974    600.974    600.974
   198.6280    204.580    589.225    589.225    589.225    589.225
   204.8351    235.057    581.627    581.627    581.627    581.627
   211.0422    265.290    576.670    576.670    576.670    576.670
   217.2494    293.649    572.723    572.723    572.723    572.723
   223.4565    317.028    566.683    566.683    566.683    566.683
   229.6636    332.100    555.219    555.219    555.219    555.219
   235.8707    335.685    535.121    535.121    535.121    535.121
   242.0779    325.990    499.812    499.812    499.812    499.812
   248.2850    307.721    451.977    451.977    451.977    451.977
   254.4921    283.152    400.000    400.000    400.000    400.000
   260.6992    253.788    346.112    346.112    346.112    346.112
   266.9064    217.359    288.044    288.044    288.044    288.044
   273.1135    176.614    228.546    228.546    228.546    228.546
   279.3206    135.019    171.083    171.083    171.083    171.083
   285.5277     94.609    117.690    117.690    117.690    117.690
   291.7349     59.164     72.147     72.147     72.147     72.147
   297.9420     29.440     35.210     35.210     35.210     35.210
   304.1491      0.000      1.443      1.443      1.443      1.443
   310.3562      0.000      0.000      0.000      0.000      0.000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          S(X) COMPONENT BUILD UP AT THETA =   0.000

          S(B),CAPTURE = 436.2815      S(P),CAPTURE =   0.0000

       X         S(B)       S(BW)     S(BWP)    S(BWPF)   S(BWPFC)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.7900      5.765      5.765      5.765      5.765      5.765
    13.5800     16.868     16.868     16.868     16.868     16.868
    20.3699     33.252     33.252     33.252     33.252     33.252
    27.1599     53.808     53.808     53.808     53.808     53.808
    33.9499     77.433     77.433     77.433     77.433     77.433
    40.7398    101.145    101.145    101.145    101.145    101.145
    47.5298    124.573    124.573    124.573    124.573    124.573
    54.3198    157.321    157.321    157.321    157.321    157.321
    61.1098    196.984    196.984    196.984    196.984    196.984
    67.8997    236.876    236.876    236.876    236.876    236.876
    74.6897    275.731    275.731    275.731    275.731    275.731
    81.4797    313.274    313.274    313.274    313.274    313.274
    88.2697    349.066    349.066    349.066    349.066    349.066
    95.0596    381.313    381.738    381.738    381.738    381.738
   101.8496    406.576    417.262    417.262    417.262    417.262
   108.6396    421.303    456.066    456.066    456.066    456.066
   115.4296    423.260    497.877    497.877    497.877    497.877
   122.2196    411.562    542.498    542.498    542.498    542.498
   129.0095    385.978    589.699    589.699    589.699    589.699
   135.7995    346.741    639.712    639.712    639.712    639.712
   142.5895    295.684    691.383    691.383    691.383    691.383
   149.3795    237.939    704.783    704.783    704.783    704.783
   156.1694    182.730    673.985    673.985    673.985    673.985
   162.9594    142.356    611.287    611.287    611.287    611.287
   169.7494    124.041    548.857    548.857    548.857    548.857
   176.5394    124.387    514.709    514.709    514.709    514.709
   183.3293    139.508    501.204    501.204    501.204    501.204
   190.1193    165.240    500.106    500.106    500.106    500.106
   196.9093    196.291    506.123    506.123    506.123    506.123
   203.6992    229.453    516.048    516.048    516.048    516.048
   210.4892    262.638    527.791    527.791    527.791    527.791
   217.2792    293.777    539.284    539.284    539.284    539.284
   224.0692    318.937    546.594    546.594    546.594    546.594
   230.8591    333.743    545.347    545.347    545.347    545.347
   237.6491    334.230    530.194    530.194    530.194    530.194
   244.4391    320.088    495.731    495.731    495.731    495.731
   251.2291    296.501    448.262    448.262    448.262    448.262
   258.0190    267.307    396.618    396.618    396.618    396.618
   264.8090    230.387    339.044    339.044    339.044    339.044
   271.5990    186.743    276.542    276.542    276.542    276.542
   278.3890    141.217    213.954    213.954    213.954    213.954
   285.1790     96.827    154.299    154.299    154.299    154.299
   291.9689     58.103    102.104    102.104    102.104    102.104
   298.7589     22.117     54.445     54.445     54.445     54.445
   305.5489      0.000     22.450     22.450     22.450     22.450
   312.3388      0.000     14.368     14.368     14.368     14.368
   319.1288      0.000      8.082      8.082      8.082      8.082
   325.9188      0.000      3.592      3.592      3.592      3.592
   332.7088      0.000      0.898      0.898      0.898      0.898
   339.4987      0.000      0.000      0.000      0.000      0.000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          S(X) COMPONENT BUILD UP AT THETA =  45.000

          S(B),CAPTURE = 436.2815      S(P),CAPTURE =   0.0000

       X         S(B)       S(BW)     S(BWP)    S(BWPF)   S(BWPFC)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.2071      5.035      5.035      5.035      5.035      5.035
    12.4142     14.584     14.584     14.584     14.584     14.584
    18.6214     28.585     28.585     28.585     28.585     28.585
    24.8285     46.355     46.355     46.355     46.355     46.355
    31.0356     66.961     66.961     66.961     66.961     66.961
    37.2427     89.389     89.389     89.389     89.389     89.389
    43.4499    109.874    109.874    109.874    109.874    109.874
    49.6570    133.290    133.290    133.290    133.290    133.290
    55.8641    165.645    165.645    165.645    165.645    165.645
    62.0712    202.723    202.723    202.723    202.723    202.723
    68.2784    239.069    239.069    239.069    239.069    239.069
    74.4855    274.579    274.579    274.579    274.579    274.579
    80.6926    308.992    308.992    308.992    308.992    308.992
    86.8997    342.042    342.042    342.042    342.042    342.042
    93.1069    372.591    372.591    372.591    372.591    372.591
    99.3140    398.201    399.711    399.711    399.711    399.711
   105.5211    416.043    425.886    425.886    425.886    425.886
   111.7282    423.874    450.946    450.946    450.946    450.946
   117.9354    420.557    474.736    474.736    474.736    474.736
   124.1425    405.741    496.906    496.906    496.906    496.906
   130.3496    379.287    517.318    517.318    517.318    517.318
   136.5567    341.571    536.346    536.346    536.346    536.346
   142.7639    294.259    555.657    555.657    555.657    555.657
   148.9710    241.442    579.344    579.344    579.344    579.344
   155.1781    190.169    614.453    614.453    614.453    614.453
   161.3852    149.874    670.418    670.418    670.418    670.418
   167.5924    127.594    737.445    737.445    737.445    737.445
   173.7995    122.314    688.193    688.193    688.193    688.193
   180.0066    130.444    646.625    646.625    646.625    646.625
   186.2137    149.467    618.918    618.918    618.918    618.918
   192.4209    175.369    600.974    600.974    600.974    600.974
   198.6280    204.580    589.225    589.225    589.225    589.225
   204.8351    235.057    581.627    581.627    581.627    581.627
   211.0422    265.290    576.670    576.670    576.670    576.670
   217.2494    293.649    572.723    572.723    572.723    572.723
   223.4565    317.028    566.683    566.683    566.683    566.683
   229.6636    332.100    555.219    555.219    555.219    555.219
   235.8707    335.685    535.121    535.121    535.121    535.121
   242.0779    325.990    499.812    499.812    499.812    499.812
   248.2850    307.721    451.977    451.977    451.977    451.977
   254.4921    283.152    400.000    400.000    400.000    400.000
   260.6992    253.789    346.112    346.112    346.112    346.112
   266.9064    217.359    288.044    288.044    288.044    288.044
   273.1135    176.614    228.546    228.546    228.546    228.546
   279.3206    135.019    171.083    171.083    171.083    171.083
   285.5277     94.609    117.690    117.690    117.690    117.690
   291.7349     59.164     72.147     72.147     72.147     72.147
   297.9420     29.440     35.210     35.210     35.210     35.210
   304.1491      0.000      1.443      1.443      1.443      1.443
   310.3562      0.000      0.000      0.000      0.000      0.000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          S(X) COMPONENT BUILD UP AT THETA =  90.000

          S(B),CAPTURE = 436.2815      S(P),CAPTURE =   0.0000

       X         S(B)       S(BW)     S(BWP)    S(BWPF)   S(BWPFC)
     0.0000      0.000      0.000      0.000      0.000      0.000
     6.0000      4.784      4.784      4.784      4.784      4.784
    12.0000     13.815     13.815     13.815     13.815     13.815
    18.0000     26.998     26.998     26.998     26.998     26.998
    24.0000     43.802     43.802     43.802     43.802     43.802
    30.0000     63.357     63.357     63.357     63.357     63.357
    36.0000     84.914     84.914     84.914     84.914     84.914
    42.0000    105.159    105.159    105.159    105.159    105.159
    48.0000    126.340    126.340    126.340    126.340    126.340
    54.0000    155.682    155.682    155.682    155.682    155.682
    60.0000    190.307    190.307    190.307    190.307    190.307
    66.0000    225.821    225.821    225.821    225.821    225.821
    72.0000    260.475    260.475    260.475    260.475    260.475
    78.0000    294.206    294.206    294.206    294.206    294.206
    84.0000    326.814    326.814    326.814    326.814    326.814
    90.0000    357.746    357.746    357.746    357.746    357.746
    96.0000    385.318    385.318    385.318    385.318    385.318
   102.0000    407.029    407.429    407.429    407.429    407.429
   108.0000    420.438    426.838    426.838    426.838    426.838
   114.0000    423.973    443.573    443.573    443.573    443.573
   120.0000    416.917    456.917    456.917    456.917    456.917
   126.0000    399.065    466.665    466.665    466.665    466.665
   132.0000    370.330    472.730    472.730    472.730    472.730
   138.0000    331.334    475.734    475.734    475.734    475.734
   144.0000    283.989    477.589    477.589    477.589    477.589
   150.0000    232.624    482.624    482.624    482.624    482.624
   156.0000    183.978    497.578    497.578    497.578    497.578
   162.0000    146.778    531.178    531.178    531.178    531.178
   168.0000    126.761    589.161    589.161    589.161    589.161
   174.0000    122.377    663.577    663.577    663.577    663.577
   180.0000    130.429    730.429    730.429    730.429    730.429
   186.0000    148.673    785.873    785.873    785.873    785.873
   192.0000    173.482    826.282    826.282    826.282    826.282
   198.0000    201.538    848.338    848.338    848.338    848.338
   204.0000    230.939    850.139    850.139    850.139    850.139
   210.0000    260.282    830.282    830.282    830.282    830.282
   216.0000    288.236    787.436    787.436    787.436    787.436
   222.0000    312.143    718.943    718.943    718.943    718.943
   228.0000    329.069    621.869    621.869    621.869    621.869
   234.0000    335.935    493.135    493.135    493.135    493.135
   240.0000    330.521    330.521    330.521    330.521    330.521
   246.0000    315.373    315.373    315.373    315.373    315.373
   252.0000    293.393    293.393    293.393    293.393    293.393
   258.0000    267.400    267.400    267.400    267.400    267.400
   264.0000    235.247    235.247    235.247    235.247    235.247
   270.0000    197.336    197.336    197.336    197.336    197.336
   276.0000    157.214    157.214    157.214    157.214    157.214
   282.0000    117.374    117.374    117.374    117.374    117.374
   288.0000     79.247     79.247     79.247     79.247     79.247
   294.0000     49.696     49.696     49.696     49.696     49.696
   300.0000      8.350      8.350      8.350      8.350      8.350
1 INTERNAL RESTRAINT POINTS (XI*)

   SN=    0.0000   SB=    3.8281   ELL=  339.4987
             XF            SF
          100.0000      402.7582
          240.0000      490.2881
          305.5489        9.8824
          312.3388        7.9051
          319.1288        5.6534
          325.9188        4.5095
          332.7088        3.9505
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          SBAR(X*) AVERAGE EQUIVALENT BODY

      X*      SBAR      SBAR      SBAR      SBAR      SBAR      SBAR     DELTA
                B         BW       BWP       BWPF     BWPFC     REST.      SBAR
   0.0000     0.000     0.000     0.000     0.000     0.000    0.0000    0.0000
   6.7900     5.756     5.754     5.754     5.754     5.754    9.6491    3.8951
  13.5800    16.874    16.867    16.867    16.867    16.867   26.8535    9.9863
  20.3699    33.230    33.219    33.219    33.219    33.219   48.5126   15.2935
  27.1599    53.762    53.745    53.745    53.745    53.745   73.4015   19.6566
  33.9499    77.416    77.392    77.392    77.392    77.392  100.7426   23.3504
  40.7398   100.995   100.965   100.965   100.965   100.965  129.9577   28.9929
  47.5298   124.610   124.572   124.572   124.572   124.572  160.5760   36.0036
  54.3198   157.247   157.202   157.202   157.202   157.202  192.1890   34.9872
  61.1098   196.756   196.702   196.702   196.702   196.702  224.4266   27.7244
  67.8997   236.763   236.701   236.701   236.701   236.701  256.9359   20.2347
  74.6897   275.577   275.505   275.505   275.505   275.505  289.3691   13.8642
  81.4797   313.123   313.041   313.041   313.041   313.041  321.3650    8.3243
  88.2697   348.907   348.799   348.799   348.799   348.799  352.5237    3.7243
  95.0596   381.129   381.157   381.157   381.157   381.157  382.3491    1.1925
 101.8496   406.367   411.025   411.025   411.025   411.025  409.9417   -1.0834
 108.6396   421.080   440.155   440.155   440.155   440.155  434.6466   -5.5081
 115.4296   423.027   468.490   468.490   468.490   468.490  457.3112  -11.1784
 122.2196   411.325   495.517   495.517   495.517   495.517  478.2065  -17.3105
 129.0095   385.727   520.962   520.962   520.962   520.962  497.4337  -23.5280
 135.7995   346.476   545.138   545.138   545.138   545.138  515.0231  -30.1149
 142.5895   295.425   569.454   569.454   569.454   569.454  530.9629  -38.4910
 149.3795   237.712   591.435   591.435   591.435   591.435  545.2106  -46.2244
 156.1694   182.565   609.761   609.761   609.761   609.761  557.6997  -52.0613
 162.9594   142.261   624.338   624.338   624.338   624.338  568.3418  -55.9960
 169.7494   123.836   631.185   631.185   631.185   631.185  577.0254  -54.1601
 176.5394   124.224   638.937   638.937   638.937   638.937  583.6160  -55.3212
 183.3293   139.330   643.409   643.409   643.409   643.409  587.9510  -55.4581
 190.1193   165.014   643.058   643.058   643.058   643.058  589.8352  -53.2225
 196.9093   196.090   640.375   640.375   640.375   640.375  589.0316  -51.3430
 203.6992   229.264   633.107   633.107   633.107   633.107  585.2477  -47.8589
 210.4892   262.473   621.382   621.382   621.382   621.382  578.1151  -43.2666
 217.2792   293.588   603.853   603.853   603.853   603.853  567.1519  -36.7015
 224.0692   318.743   578.408   578.408   578.408   578.408  551.6955  -26.7129
 230.8591   333.565   547.441   547.441   547.441   547.441  530.7507  -16.6904
 237.6491   333.873   506.990   506.990   506.990   506.990  502.5198   -4.4701
 244.4391   319.907   457.007   457.007   457.007   457.007  462.1526    5.1452
 251.2291   296.419   402.330   402.330   402.330   402.330  411.9348    9.6048
 258.0190   267.209   348.859   348.859   348.859   348.859  356.6429    7.7838
 264.8090   230.300   293.615   293.615   293.615   293.615  298.6915    5.0768
 271.5990   186.669   234.564   234.564   234.564   234.564  239.9997    5.4358
 278.3890   141.206   176.521   176.521   176.521   176.521  182.3603    5.8392
 285.1790    96.494   121.738   121.738   121.738   121.738  127.6518    5.9136
 291.9689    59.378    76.756    76.756    76.756    76.756   78.0887    1.3330
 298.7589    19.543    31.098    31.098    31.098    31.098   36.7458    5.6482
 305.5489     2.743     9.882     9.882     9.882     9.882    9.8823    0.0000
 312.3388     3.943     7.905     7.905     7.905     7.905    7.9051    0.0000
 319.1288     3.797     5.653     5.653     5.653     5.653    5.6534    0.0000
 325.9188     3.826     4.510     4.510     4.510     4.510    4.5095    0.0000
 332.7088     3.826     3.950     3.950     3.950     3.950    3.9505    0.0000
 339.4987     3.828     3.828     3.828     3.828     3.828    3.8281    0.0000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16


          OPTIMUM FUSELAGE AREA DISTRIBUTION WITH RESTRAINTS AT

 X=    100.0000    240.0000


        N        X          Z          R          S
        0     0.0000     0.0000     0.0000     0.0000
        1     6.7900     0.0000     1.7465     9.5823
        2    13.5800     0.0000     2.9107    26.6170
        3    20.3699     0.0000     3.9150    48.1528
        4    27.1599     0.0000     4.8181    72.9305
        5    33.9499     0.0000     5.6451   100.1149
        6    40.7398     0.0000     6.4438   130.4481
        7    47.5298     0.0000     7.1056   158.6185
        8    54.3198     0.0000     7.8100   191.6271
        9    61.1098     0.0000     8.4304   223.2758
       10    67.8997     0.0000     9.0288   256.1002
       11    74.6897     0.0000     9.5864   288.7122
       12    81.4797     0.0000    10.1057   320.8330
       13    88.2697     0.0000    10.5925   352.4928
       14    95.0596     0.0000    11.0512   383.6781
       15   101.8496     0.0000    11.4043   408.5889
       16   108.6396     0.0000    11.5633   420.0655
       17   115.4296     0.0000    11.5152   416.5765
       18   122.2196     0.0000    11.2610   398.3864
       19   129.0095     0.0000    10.7907   365.8077
       20   135.7995     0.0000    10.0659   318.3120
       21   142.5895     0.0000     9.0297   256.1537
       22   149.3795     0.0000     7.7427   188.3381
       23   156.1694     0.0000     6.3443   126.4508
       24   162.9594     0.0000     5.1396    82.9871
       25   169.7494     0.0000     4.6499    67.9265
       26   176.5394     0.0000     4.6338    67.4572
       27   183.3293     0.0000     5.1183    82.3014
       28   190.1193     0.0000     5.9333   110.5968
       29   196.9093     0.0000     6.7631   143.6965
       30   203.6992     0.0000     7.5824   180.6207
       31   210.4892     0.0000     8.3450   218.7799
       32   217.2792     0.0000     9.0517   257.3997
       33   224.0692     0.0000     9.6830   294.5592
       34   230.8591     0.0000    10.1035   320.6970
       35   237.6491     0.0000    10.3152   334.2788
       36   244.4391     0.0000    10.2176   327.9808
       37   251.2291     0.0000     9.8744   306.3172
       38   258.0190     0.0000     9.3865   276.7959
       39   264.8090     0.0000     8.6490   235.0052
       40   271.5990     0.0000     7.7930   190.7920
       41   278.3890     0.0000     6.7984   145.1991
       42   285.1790     0.0000     5.6771   101.2533
       43   291.9689     0.0000     4.2630    57.0929
       44   298.7589     0.0000     2.9664    27.6437
       45   305.5489     0.0000    -0.0023     0.0000
       46   312.3388     0.0000    -0.0023     0.0000
       47   319.1288     0.0000    -0.0023     0.0000
       48   325.9188     0.0000    -0.0021     0.0000
       49   332.7088     0.0000     0.0005     0.0000
       50   339.4987     0.0000     0.0000     0.0000
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16



          D/Q ASSOCIATED WITH VARIOUS VALUES OF THETA

          N              THETA                  D/Q

           0             -90.000              630.30762
           1             -78.750              265.81805
           2             -67.500              211.96732
           3             -56.250              205.02020
           4             -45.000              289.92908
           5             -33.750              244.52744
           6             -22.500              190.04221
           7             -11.250              195.54630
           8               0.000              191.34448
           9              11.250              195.54625
          10              22.500              190.04227
          11              33.750              244.52747
          12              45.000              289.92932
          13              56.250              205.02010
          14              67.500              211.96732
          15              78.750              265.81778
          16              90.000              630.30872
  WING VOLUME CHECK
     Exact Volume  45733.3320
     Equivalent body volume  45740.3945
  ENTIRE AIRCRAFT
     D/Q= 243.243713
     CDW= 15.2027321
  DRAG OF TRANSFERRED AREAS
     Opt.Eq. Body CDW= 4.28530359
     Average Eq. body CDW= 4.79382992
     Opt. CDW*= 14.6942062
     Potential CDW* change= -0.508526325
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  

          CASE NO. M1.2    CYCLE   2
          MACH =  1.200      NX = 50      NTHETA = 16




                            BODY AREAS FOR NEXT CYCLE




                       BODY SEGMENT 1

                 X           Z           R           S
                0.0000      0.0000      0.0000      0.0000
                6.7900      0.0000      1.7465      9.5823
               13.5800      0.0000      2.9107     26.6170
               20.3699      0.0000      3.9150     48.1528
               27.1599      0.0000      4.8181     72.9305
               33.9499      0.0000      5.6451    100.1149
               40.7398      0.0000      6.4438    130.4481
               47.5298      0.0000      7.1056    158.6185
               50.0000      0.0000      7.3697    170.6269


                       BODY SEGMENT 2

                 X           Z           R           S
               50.0000      0.0000      7.3697    170.6269
               56.8966      0.0000      8.0511    203.6375
               63.7931      0.0000      8.6718    236.2476
               70.6897      0.0000      9.2620    269.5000
               77.5862      0.0000      9.8113    302.4143
               84.4828      0.0000     10.3238    334.8354
               91.3793      0.0000     10.8050    366.7749
               98.2759      0.0000     11.2198    395.4776
              105.1724      0.0000     11.4824    414.2051
              112.0690      0.0000     11.5391    418.3033
              118.9655      0.0000     11.3836    407.1038
              125.8621      0.0000     11.0112    380.9094
              132.7586      0.0000     10.3968    339.5829
              139.6552      0.0000      9.4914    283.0157
              146.5517      0.0000      8.3030    216.5804
              153.4483      0.0000      6.9387    151.2527
              160.3448      0.0000      5.6341     99.7233
              167.2414      0.0000      4.8366     73.4894
              174.1379      0.0000      4.6395     67.6232
              181.0345      0.0000      4.9599     77.2844
              187.9310      0.0000      5.6834    101.4778
              194.8276      0.0000      6.5200    133.5488
              201.7241      0.0000      7.3535    169.8800
              208.6207      0.0000      8.1423    208.2788
              215.5172      0.0000      8.8737    247.3781
              222.4138      0.0000      9.5330    285.4998
              229.3103      0.0000     10.0092    314.7350
              236.2069      0.0000     10.2706    331.3940
              243.1035      0.0000     10.2369    329.2197
              250.0000      0.0000      9.9374    310.2386


                       BODY SEGMENT 3

                 X           Z           R           S
              250.0000      0.0000      9.9374    310.2386
              251.2291      0.0000      9.8744    306.3172
              258.0190      0.0000      9.3865    276.7959
              264.8090      0.0000      8.6490    235.0052
              271.5990      0.0000      7.7930    190.7920
              278.3890      0.0000      6.7984    145.1991
              285.1790      0.0000      5.6771    101.2533
              291.9689      0.0000      4.2630     57.0929
              298.7589      0.0000      2.9664     27.6437
              300.0000      0.0000      0.0000      0.0000
 Leaving OVL60 (OUT)
 Cycle completed successfully
1
 Entering subroutine OVL10 (START)
  SIMPLE TEST CASE TO ILLUSTRATE BODY RE-SHAPING                                  


CYCLE=  3    FUSELAGE SEGMENT  1    AREA DISTRIBUTION (D/Q = 26.42897)

        N        X          Z          R          S
        0     0.0000     0.0000     0.0000     0.0000
        1     0.5000     0.0000     0.2492     0.1950
        2     1.0000     0.0000     0.4187     0.5508
        3     1.5000     0.0000     0.5671     1.0105
        4     2.0000     0.0000     0.7032     1.5534
        5     2.5000     0.0000     0.8307     2.1677
        6     3.0000     0.0000     0.9517     2.8453
        7     3.5000     0.0000     1.0675     3.5802
        8     4.0000     0.0000     1.1791     4.3677
        9     4.5000     0.0000     1.2871     5.2041
       10     5.0000     0.0000     1.3919     6.0862
       11     5.5000     0.0000     1.4939     7.0114
       12     6.0000     0.0000     1.5935     7.9775
       13     6.5000     0.0000     1.6909     8.9824
       14     7.0000     0.0000     1.7863    10.0244
       15     7.5000     0.0000     1.8799    11.1021
       16     8.0000     0.0000     1.9717    12.2139
       17     8.5000     0.0000     2.0621    13.3583
       18     9.0000     0.0000     2.1509    14.5342
       19     9.5000     0.0000     2.2384    15.7406
       20    10.0000     0.0000     2.3246    16.9764
       21    10.5000     0.0000     2.4096    18.2408
       22    11.0000     0.0000     2.4935    19.5329
       23    11.5000     0.0000     2.5763    20.8520
       24    12.0000     0.0000     2.6581    22.1974
